0, 0.004591, 0.004591, 0.004591, 0.011478, 0.018365, 0.004591, 0.045914, 0.022957, 0.045914, 0.009183, 0.022957, 0.013774, 0.087236, 0.011478, 0.064279, 0.020661, 0.039027, 0.165289, 0.133150, 0.160698, 0.091827, 0.206612, 0.009183, 0.043618, 0.050505, 0.206612, 0.183655, 0.045914, 0.064279, 0.022957, 0.022957, 0.050505, 0.110193, 0.013774, 0.266299, 0.307622, 0.068871, 0.206612, 0.252525, 0.238751
0, 0.000000, 0.000000, 0.018365, 0.000000, 0.000000, 0.000000, 0.000000, 0.045914, 0.045914, 0.000000, 0.022957, 0.011478, 0.013774, 0.011478, 0.110193, 0.137741, 0.050505, 0.096419, 0.064279, 0.243343, 0.156107, 0.114784, 0.041322, 0.082645, 0.006887, 0.000000, 0.183655, 0.101010, 0.105601, 0.101010, 0.068871, 0.114784, 0.055096, 0.064279, 0.064279, 0.151515, 0.137741, 0.192837, 0.123967, 0.160698
0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.004591, 0.000000, 0.344353, 0.000000, 0.009183, 0.000000, 0.000000, 0.101010, 0.039027, 0.000000, 0.068871, 0.055096, 0.011478, 0.000000, 0.137741, 0.165289, 0.101010, 0.128558, 0.192837, 0.202020, 0.055096, 0.371901, 0.050505, 0.192837, 0.505051, 0.183655, 0.137741, 0.238751
0, 0.013774, 0.045914, 0.068871, 0.087236, 0.114784, 0.156107, 0.247934, 0.335170, 0.413223, 0.022957, 0.027548, 0.064279, 0.156107, 0.006887, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.068871, 0.009183, 0.000000, 0.029844, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.029844, 0.045914, 0.055096, 0.325987, 0.059688, 0.179063, 0.284665, 0.114784, 0.133150, 0.064279, 0.156107, 0.197429, 0.321396, 0.041322, 0.009183, 0.050505, 0.091827, 0.137741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0, 0.400000, 1.000000, 2.000000, 2.000000, 1.500000, 1.500000, 3.000000, 4.000000, 5.000000, 0.900000, 1.500000, 1.800000, 2.100000, 1.000000, 1.000000, 2.400000, 3.000000, 6.000000, 2.000000, 6.000000, 3.000000, 4.400000, 0.600000, 1.000000, 1.300000, 0.500000, 1.000000, 0.200000, 0.200000, 0.300000, 0.400000, 0.600000, 0.300000, 0.400000, 0.300000, 0.600000, 1.000000, 1.000000, 1.200000, 2.700000
0, 2200, 2000, 1500, 2000, 1800, 2200, 2000, 1500, 1800, 2000, 2000, 1800, 1800, 2000, 2000, 1600, 2000, 750, 750, 750, 750, 750, 2000, 2000, 1800, 2300, 1500, 2000, 2000, 2000, 2000, 2000, 2000, 2000, 1800, 1800, 2000, 2000, 2000, 2000
0, 2200, 1800, 1300, 1800, 1600, 2000, 1800, 1300, 1600, 1800, 1800, 1600, 1600, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1600, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800, 1800
0, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1800, 1800, 1600, 1600, 1600, 1600, 1400, 1600, 1600, 1600, 1600, 1600, 1500, 1600, 1600, 1400, 2000, 750, 1600, 1600, 1600, 1600, 1600, 1600, 1600, 1600, 1600, 1600, 1600, 1600, 1600
0, 0.1500, 0.1500, 0.3000, 0.1500, 0.4000, 0.4000, 0.1500, 0.3000, 0.4000, 0.1500, 0.1500, 0.4000, 0.4000, 0.1500, 0.1500, 0.4000, 0.3000, 0.1500, 0.3000, 0.1500, 0.4000, 0.4000, 0.2000, 0.3000, 0.3000, 0.1200, 0.2500, 0.3000, 0.2500, 0.2000, 0.2500, 0.2500, 0.2500, 0.2500, 0.3500, 0.3500, 0.2500, 0.2500, 0.2500, 0.2500
0, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000
0, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000
