0, 0.033976, 0.091827, 0.137741, 0.229568, 0.045914, 0.068871, 0.050505, 0.068871, 0.133150, 0.137741, 0.068871, 0.183655, 0.321396
0, 0.000000, 0.045914, 0.000000, 0.184114, 0.022957, 0.114784, 0.087236, 0.045914, 0.018825, 0.091827, 0.206612, 0.642792, 1.056015
0, 0.000000, 0.022957, 0.000000, 0.091827, 0.000000, 0.091827, 0.068871, 0.114784, 0.006887, 0.229568, 0.252525, 0.758035, 1.285583
0, 0.000000, 0.022957, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000
0, 0.000000, 0.000000, 0.000000, 0.229568, 0.091827, 0.000000, 0.016988, 0.000000, 0.000000, 0.091827, 0.000000, 0.000000, 0.000000
0, 1.000000, 1.000000, 2.500000, 6.000000, 2.000000, 2.500000, 2.500000, 0.200000, 0.200000, 1.000000, 1.000000, 2.300000, 3.000000
0, 3500, 3000, 1500, 2000, 2000, 1750, 1750, 2000, 2500, 2000, 1500, 1500, 1500
0, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500
0, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500
0, 0.1200, 0.1500, 0.2500, 0.2000, 0.2000, 0.2500, 0.4000, 0.3000, 0.2500, 0.2500, 0.1500, 0.2000, 0.2500
0, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000
0, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000, 8000
