0,0.0046,0.0046,0.0046,0.01148,0.01836,0.0046,0.0459,0.023,0.0459,0.0092,0.023,0.0138,0.087236,0.01148,0.06428,0.02066,0.03903,0.1653,0.13315,0.1607,0.091827,0.2066,0.0092,0.0436,0.050505,0.2066,0.18365,0.0459,0.06428,0.023,0.023,0.0505050,0.1102,0.0138,0.2663,0.3076,0.0689,0.2066,0.252525,0.23875
0,0,0,0.01836,0,0,0,0,0.0459,0.0459,0,0.023,0.011479,0.0138,0.01148,0.1102,0.13774,0.050505,0.09642,0.06428,0.24334,0.1561,0.1148,0.04132,0.08264,0.0069,0,0.18365,0.101010,0.1056,0.101010,0.0689,0.114784,0.0551,0.06428,0.06428,0.151515,0.13774,0.193,0.1239,0.1607
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0046,0,0.34435,0,0.0092,0,0,0.101010,0.039,0,0.0689,0.0551,0.01148,0,0.13774,0.1653,0.101010,0.1286,0.193,0.202020,0.0551,0.372,0.050505,0.19283,0.50505050,0.18365,0.1377,0.23875 
0,0.0138,0.0459,0.0689,0.087236,0.114784,0.1561,0.247934,0.33517,0.41322,0.023,0.02755,0.06428,0.1561,0.0069,0,0,0,0,0,0,0,0.0689,0.0092,0,0.029844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.02984,0.0459,0.0551,0.32599,0.0597,0.179,0.284665,0.1148,0.13315,0.06428,0.1561,0.19742,0.3214,0.04132,0.0092,0.050505,0.091827,0.13774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.4,1,2,2,1.5,1.5,3,4,5,0.9,1.5,1.8,2.1,1,1,2.4,3,6,2,6,3,4.4,0.6,1,1.3,0.5,1,0.2,0.2,0.3,0.4,0.6,0.3,0.4,0.3,0.6,1,1,1.2,2.7
0,2200,2000,1500,2000,1800,2200,2000,1500,1800,2000,2000,1800,1800,2000,2000,1600,2000,750,750,750,750,750,2000,2000,1800,2300,1500,2000,2000,2000,2000,2000,2000,2000,1800,1800,2000,2000,2000,2000
0,2200,1800,1300,1800,1600,2000,1800,1300,1600,1800,1800,1600,1600,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1600,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800,1800
0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1800,1800,1600,1600,1600,1600,1400,1600,1600,1600,1600,1600,1500,1600,1600,1400,2000,750,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600,1600
0,0.15,0.15,0.30,0.15,0.40,0.40,0.15,0.30,0.40,0.15,0.15,0.40,0.40,0.15,0.15,0.40,0.30,0.15,0.30,0.15,0.40,0.40,0.20,0.30,0.30,0.12,0.25,0.30,0.25,0.20,0.25,0.25,0.25,0.25,0.35,0.35,0.25,0.25,0.25,0.25
